,pdq,PDQS,aic,bic
651,"(3, 1, 4)","(2, 0, 0, 12)",55.105225395572575,110.31840519756497
652,"(4, 1, 1)","(2, 0, 0, 12)",49.063712287188764,93.23425612878268
653,"(4, 1, 2)","(2, 0, 0, 12)",123.0346502185825,172.72651204037567
654,"(4, 1, 3)","(2, 0, 0, 12)",48.41061571616666,103.62379551815906
655,"(4, 1, 4)","(2, 0, 0, 12)",33.086118368377186,93.82061615056882
656,"(1, 1, 1)","(2, 0, 0, 24)",26.331879494526845,53.93846939552304
657,"(1, 1, 2)","(2, 0, 0, 24)",12.76034009070554,45.88824797190098
658,"(1, 1, 3)","(2, 0, 0, 24)",13.998193454856505,52.64741931625118
659,"(1, 1, 4)","(2, 0, 0, 24)",-27.358506639810173,16.812037201783745
660,"(2, 1, 1)","(2, 0, 0, 24)",15.056808484080932,48.18471636527637
661,"(2, 1, 2)","(2, 0, 0, 24)",-53.212207794331334,-14.562981932936658
662,"(2, 1, 3)","(2, 0, 0, 24)",15.619518619326584,59.7900624609205
663,"(2, 1, 4)","(2, 0, 0, 24)",2.780048326781184,52.47191014857434
664,"(3, 1, 1)","(2, 0, 0, 24)",17.0481245474229,55.69735040881758
665,"(3, 1, 2)","(2, 0, 0, 24)",15.439388515763255,59.609932357357174
666,"(3, 1, 3)","(2, 0, 0, 24)",-13.763654732200848,35.928207089592306
667,"(3, 1, 4)","(2, 0, 0, 24)",-7.727551819485825,47.48562798250657
668,"(4, 1, 1)","(2, 0, 0, 24)",-41.476180401636896,2.694363439957023
669,"(4, 1, 2)","(2, 0, 0, 24)",-10.39876633691074,39.293095484882414
670,"(4, 1, 3)","(2, 0, 0, 24)",-42.92502756963495,12.288152232357447
671,"(4, 1, 4)","(2, 0, 0, 24)",-44.43730311883695,16.297194663354688
672,"(1, 1, 1)","(2, 0, 1, 12)",-56.52564999712837,-23.397742115932928
673,"(1, 1, 2)","(2, 0, 1, 12)",-110.47107085264273,-71.82184499124804
674,"(1, 1, 3)","(2, 0, 1, 12)",-90.16391175637804,-45.99336791478412
675,"(1, 1, 4)","(2, 0, 1, 12)",-155.2039740476871,-105.51211222589394
676,"(2, 1, 1)","(2, 0, 1, 12)",-126.01811025723575,-87.36888439584106
677,"(2, 1, 2)","(2, 0, 1, 12)",-138.39333516413413,-94.22279132254022
678,"(2, 1, 3)","(2, 0, 1, 12)",-162.0714376881684,-112.37957586637525
679,"(2, 1, 4)","(2, 0, 1, 12)",-87.87173406105768,-32.65855425906528
680,"(3, 1, 1)","(2, 0, 1, 12)",-145.1710542727838,-101.0005104311899
681,"(3, 1, 2)","(2, 0, 1, 12)",-122.6777630338552,-72.98590121206205
682,"(3, 1, 3)","(2, 0, 1, 12)",-136.72400162572507,-81.51082182373267
683,"(3, 1, 4)","(2, 0, 1, 12)",-162.59811702699454,-101.8636192448029
684,"(4, 1, 1)","(2, 0, 1, 12)",-166.51625076249275,-116.82438894069959
685,"(4, 1, 2)","(2, 0, 1, 12)",-130.4503871372639,-75.2372073352715
686,"(4, 1, 3)","(2, 0, 1, 12)",-161.76518891110297,-101.03069112891133
687,"(4, 1, 4)","(2, 0, 1, 12)",-149.1426382089274,-82.88682244653651
688,"(1, 1, 1)","(2, 0, 1, 24)",-370.85887330666463,-337.7309654254692
689,"(1, 1, 2)","(2, 0, 1, 24)",-392.80577215365236,-354.1565462922577
690,"(1, 1, 3)","(2, 0, 1, 24)",-390.26740929864513,-346.0968654570512
691,"(1, 1, 4)","(2, 0, 1, 24)",-406.9005135535335,-357.2086517317403
692,"(2, 1, 1)","(2, 0, 1, 24)",-389.84931955163773,-351.2000936902431
693,"(2, 1, 2)","(2, 0, 1, 24)",-407.95346700041404,-363.7829231588201
694,"(2, 1, 3)","(2, 0, 1, 24)",-388.8233495373182,-339.13148771552505
695,"(2, 1, 4)","(2, 0, 1, 24)",-401.57897371847395,-346.36579391648155
696,"(3, 1, 1)","(2, 0, 1, 24)",-387.8613962377585,-343.6908523961646
697,"(3, 1, 2)","(2, 0, 1, 24)",-388.6555384101391,-338.96367658834595
698,"(3, 1, 3)","(2, 0, 1, 24)",-400.3550426017953,-345.1418627998029
699,"(3, 1, 4)","(2, 0, 1, 24)",-396.6030338971002,-335.8685361149086
700,"(4, 1, 1)","(2, 0, 1, 24)",-398.7312459608538,-349.03938413906064
701,"(4, 1, 2)","(2, 0, 1, 24)",-398.68190574173764,-343.46872593974524
702,"(4, 1, 3)","(2, 0, 1, 24)",-409.68981557916356,-348.95531779697194
703,"(4, 1, 4)","(2, 0, 1, 24)",-406.3274916589434,-340.0716758965525
704,"(1, 1, 1)","(2, 0, 2, 12)",-374.7460693113793,-336.09684344998465
705,"(1, 1, 2)","(2, 0, 2, 12)",-393.89131900198004,-349.7207751603861
706,"(1, 1, 3)","(2, 0, 2, 12)",-391.6995315260733,-342.00766970428015
707,"(1, 1, 4)","(2, 0, 2, 12)",-415.3806045753953,-360.1674247734029
708,"(2, 1, 1)","(2, 0, 2, 12)",-389.6883215655993,-345.5177777240054
709,"(2, 1, 2)","(2, 0, 2, 12)",-403.79502862671245,-354.1031668049193
710,"(2, 1, 3)","(2, 0, 2, 12)",-392.6597657506954,-337.446585948703
711,"(2, 1, 4)","(2, 0, 2, 12)",-399.7661693090268,-339.03167152683517
712,"(3, 1, 1)","(2, 0, 2, 12)",-388.3702806147533,-338.67841879296014
713,"(3, 1, 2)","(2, 0, 2, 12)",-389.3385264046129,-334.1253466026205
714,"(3, 1, 3)","(2, 0, 2, 12)",-398.4162306650097,-337.6817328828181
715,"(3, 1, 4)","(2, 0, 2, 12)",-413.84839575274464,-347.5925799903538
716,"(4, 1, 1)","(2, 0, 2, 12)",-389.19374368646254,-333.98056388447014
717,"(4, 1, 2)","(2, 0, 2, 12)",-400.96370154464057,-340.22920376244895
718,"(4, 1, 3)","(2, 0, 2, 12)",-412.00012622303075,-345.7443104606399
719,"(4, 1, 4)","(2, 0, 2, 12)",-417.9958676572728,-346.2187339146827
720,"(1, 1, 1)","(2, 0, 2, 24)",-368.2399066518449,-329.5906807904502
721,"(1, 1, 2)","(2, 0, 2, 24)",-390.4217197742861,-346.25117593269215
722,"(1, 1, 3)","(2, 0, 2, 24)",-388.50719913496897,-338.8153373131758
723,"(1, 1, 4)","(2, 0, 2, 24)",-418.9830505785858,-363.7698707765934
724,"(2, 1, 1)","(2, 0, 2, 24)",-387.59156703469364,-343.4210231930997
725,"(2, 1, 2)","(2, 0, 2, 24)",-400.96609460970234,-351.27423278790917
726,"(2, 1, 3)","(2, 0, 2, 24)",-386.4148992278296,-331.2017194258372
727,"(2, 1, 4)","(2, 0, 2, 24)",-398.8480359660266,-338.113538183835
728,"(3, 1, 1)","(2, 0, 2, 24)",-385.614660617459,-335.9227987956658
729,"(3, 1, 2)","(2, 0, 2, 24)",-386.5093654847664,-331.296185682774
730,"(3, 1, 3)","(2, 0, 2, 24)",-402.16203302962407,-341.42753524743244
731,"(3, 1, 4)","(2, 0, 2, 24)",-388.57562500341294,-322.3198092410221
732,"(4, 1, 1)","(2, 0, 2, 24)",-402.29497866061246,-347.08179885862006
733,"(4, 1, 2)","(2, 0, 2, 24)",-397.7036144070419,-336.9691166248503
734,"(4, 1, 3)","(2, 0, 2, 24)",-403.4485869033672,-337.19277114097633
735,"(4, 1, 4)","(2, 0, 2, 24)",-412.99873192781945,-341.2215981852293
736,"(1, 1, 1)","(2, 0, 3, 12)",-375.8552556516658,-331.68471181007186
737,"(1, 1, 2)","(2, 0, 3, 12)",-397.87900717502,-348.1871453532268
738,"(1, 1, 3)","(2, 0, 3, 12)",-396.0949931124923,-340.8818133104999
739,"(1, 1, 4)","(2, 0, 3, 12)",-410.86937231016293,-350.1348745279713
740,"(2, 1, 1)","(2, 0, 3, 12)",-394.1950219408641,-344.5031601190709
741,"(2, 1, 2)","(2, 0, 3, 12)",-402.78438743982065,-347.57120763782825
742,"(2, 1, 3)","(2, 0, 3, 12)",-393.32220300450217,-332.58770522231055
743,"(2, 1, 4)","(2, 0, 3, 12)",-403.12944578287016,-336.87363002047925
744,"(3, 1, 1)","(2, 0, 3, 12)",-392.09050515925117,-336.87732535725877
745,"(3, 1, 2)","(2, 0, 3, 12)",-393.18140681963666,-332.44690903744504
746,"(3, 1, 3)","(2, 0, 3, 12)",-401.85822113178415,-335.6024053693933
747,"(3, 1, 4)","(2, 0, 3, 12)",-399.9059684119384,-328.12883466934824
748,"(4, 1, 1)","(2, 0, 3, 12)",-394.20455651553794,-333.4700587333463
749,"(4, 1, 2)","(2, 0, 3, 12)",-402.52260351137545,-336.2667877489846
750,"(4, 1, 3)","(2, 0, 3, 12)",-412.2398874786969,-340.4627537361068
751,"(4, 1, 4)","(2, 0, 3, 12)",-415.7660282134629,-338.46757649067354
752,"(1, 1, 1)","(2, 0, 3, 24)",-366.9986338934839,-322.82809005188994
753,"(1, 1, 2)","(2, 0, 3, 24)",-388.87080012607095,-339.1789383042778
754,"(1, 1, 3)","(2, 0, 3, 24)",-386.6650970123218,-331.4519172103294
755,"(1, 1, 4)","(2, 0, 3, 24)",-412.531483824828,-351.7969860426364
756,"(2, 1, 1)","(2, 0, 3, 24)",-385.90826694818475,-336.2164051263916
757,"(2, 1, 2)","(2, 0, 3, 24)",-400.2842919616779,-345.0711121596855
758,"(2, 1, 3)","(2, 0, 3, 24)",-384.89531698136136,-324.16081919916974
759,"(2, 1, 4)","(2, 0, 3, 24)",-397.3373877585522,-331.0815719961613
760,"(3, 1, 1)","(2, 0, 3, 24)",-383.9256429634106,-328.7124631614182
761,"(3, 1, 2)","(2, 0, 3, 24)",-384.94220568694743,-324.2077079047558
762,"(3, 1, 3)","(2, 0, 3, 24)",-394.3837233168474,-328.12790755445656
763,"(3, 1, 4)","(2, 0, 3, 24)",-387.59898568461296,-315.8218519420228
764,"(4, 1, 1)","(2, 0, 3, 24)",-400.70437554654836,-339.96987776435674
765,"(4, 1, 2)","(2, 0, 3, 24)",-396.1744845621846,-329.91866879979375
766,"(4, 1, 3)","(2, 0, 3, 24)",-402.28747810691965,-330.5103443643295
767,"(4, 1, 4)","(2, 0, 3, 24)",-412.0243740852058,-334.72592236241644
768,"(1, 1, 1)","(2, 0, 4, 12)",-372.99089127210175,-323.2990294503086
769,"(1, 1, 2)","(2, 0, 4, 12)",-396.33403277109136,-341.12085296909896
770,"(1, 1, 3)","(2, 0, 4, 12)",-397.3170866068583,-336.5825888246667
771,"(1, 1, 4)","(2, 0, 4, 12)",-410.2628398503246,-344.0070240879337
772,"(2, 1, 1)","(2, 0, 4, 12)",-392.17997278886025,-336.96679298686786
773,"(2, 1, 2)","(2, 0, 4, 12)",-401.68225910025194,-340.9477613180603
774,"(2, 1, 3)","(2, 0, 4, 12)",-393.10937463957515,-326.85355887718424
775,"(2, 1, 4)","(2, 0, 4, 12)",-400.5115862270683,-328.73445248447814
776,"(3, 1, 1)","(2, 0, 4, 12)",-390.64560922212456,-329.91111143993294
777,"(3, 1, 2)","(2, 0, 4, 12)",-391.84549981422805,-325.58968405183714
778,"(3, 1, 3)","(2, 0, 4, 12)",-405.2510737293156,-333.47393998672544
779,"(3, 1, 4)","(2, 0, 4, 12)",-413.1032341875453,-335.80478246475593
780,"(4, 1, 1)","(2, 0, 4, 12)",-390.52015096666605,-324.2643352042752
781,"(4, 1, 2)","(2, 0, 4, 12)",-399.5564825437677,-327.77934880117755
782,"(4, 1, 3)","(2, 0, 4, 12)",-411.3421236804844,-334.04367195769504
783,"(4, 1, 4)","(2, 0, 4, 12)",-415.14624968379337,-332.3264799808048
784,"(1, 1, 1)","(2, 0, 4, 24)",-370.77515610846865,-321.0832942866755
785,"(1, 1, 2)","(2, 0, 4, 24)",-392.1804431993597,-336.9672633973673
786,"(1, 1, 3)","(2, 0, 4, 24)",-390.32996963410216,-329.59547185191053
787,"(1, 1, 4)","(2, 0, 4, 24)",-406.95272233922174,-340.6969065768309
788,"(2, 1, 1)","(2, 0, 4, 24)",-388.6064221667324,-333.39324236474
789,"(2, 1, 2)","(2, 0, 4, 24)",-401.98988793244695,-341.2553901502553
790,"(2, 1, 3)","(2, 0, 4, 24)",-388.2163918654736,-321.96057610308276
791,"(2, 1, 4)","(2, 0, 4, 24)",-398.8335224324041,-327.05638868981396
792,"(3, 1, 1)","(2, 0, 4, 24)",-386.60578267549096,-325.87128489329933
793,"(3, 1, 2)","(2, 0, 4, 24)",-388.35164269398535,-322.0958269315945
794,"(3, 1, 3)","(2, 0, 4, 24)",-394.20090891761197,-322.42377517502183
795,"(3, 1, 4)","(2, 0, 4, 24)",-391.83052646830055,-314.5320747455112
796,"(4, 1, 1)","(2, 0, 4, 24)",-401.365194904606,-335.1093791422152
797,"(4, 1, 2)","(2, 0, 4, 24)",-398.96163512350796,-327.1845013809178
798,"(4, 1, 3)","(2, 0, 4, 24)",-405.0976510477915,-327.7991993250021
799,"(4, 1, 4)","(2, 0, 4, 24)",-416.6192192233747,-333.79944952038613
800,"(1, 1, 1)","(2, 1, 0, 12)",458.50447106162324,486.07846986406656
801,"(1, 1, 2)","(2, 1, 0, 12)",453.52487303136115,486.6136715942932
802,"(1, 1, 3)","(2, 1, 0, 12)",452.29881549240974,490.9024138158304
803,"(1, 1, 4)","(2, 1, 0, 12)",451.24193343636693,495.3603315202763
804,"(2, 1, 1)","(2, 1, 0, 12)",456.1008143442448,489.1896129071768
805,"(2, 1, 2)","(2, 1, 0, 12)",369.8354272040053,408.439025527426
806,"(2, 1, 3)","(2, 1, 0, 12)",453.2124679843299,497.3308660682393
807,"(2, 1, 4)","(2, 1, 0, 12)",437.4856558711746,487.1188537155726
808,"(3, 1, 1)","(2, 1, 0, 12)",456.4473348310563,495.050933154477
809,"(3, 1, 2)","(2, 1, 0, 12)",371.076824092885,415.19522217679435
810,"(3, 1, 3)","(2, 1, 0, 12)",372.9678316772549,422.6010295216529
811,"(3, 1, 4)","(2, 1, 0, 12)",390.6303775221364,445.77837512702314
812,"(4, 1, 1)","(2, 1, 0, 12)",381.09978781080474,425.2181858947141
813,"(4, 1, 2)","(2, 1, 0, 12)",379.39414182862726,429.02733967302527
814,"(4, 1, 3)","(2, 1, 0, 12)",412.0774779562257,467.22547556111243
815,"(4, 1, 4)","(2, 1, 0, 12)",383.7568169822131,444.41961434758844
816,"(1, 1, 1)","(2, 1, 0, 24)",-27.740134733769423,-0.19894086037611203
817,"(1, 1, 2)","(2, 1, 0, 24)",-52.68604982204539,-19.636617173973413
818,"(1, 1, 3)","(2, 1, 0, 24)",-50.828113546732936,-12.270442123982292
819,"(1, 1, 4)","(2, 1, 0, 24)",-85.09379373021284,-41.027883532783534
820,"(2, 1, 1)","(2, 1, 0, 24)",-48.8700271913238,-15.820594543251822
821,"(2, 1, 2)","(2, 1, 0, 24)",-46.81761568184595,-8.259944259095306
822,"(2, 1, 3)","(2, 1, 0, 24)",-83.01346408665779,-38.94755388922849
823,"(2, 1, 4)","(2, 1, 0, 24)",-80.98185414880004,-31.407705176692076
824,"(3, 1, 1)","(2, 1, 0, 24)",-46.88534207277519,-8.327670650024544
825,"(3, 1, 2)","(2, 1, 0, 24)",-48.91952262452145,-4.853612427092145
826,"(3, 1, 3)","(2, 1, 0, 24)",-79.44500967047816,-29.870860698370194
827,"(3, 1, 4)","(2, 1, 0, 24)",-87.5191825288286,-32.43679478204197
828,"(4, 1, 1)","(2, 1, 0, 24)",-64.48462612806668,-20.418715930637376
829,"(4, 1, 2)","(2, 1, 0, 24)",-62.98811699791844,-13.413968025810476
830,"(4, 1, 3)","(2, 1, 0, 24)",-64.935158748464,-9.852771001677382
831,"(4, 1, 4)","(2, 1, 0, 24)",-67.25270662008103,-6.662080098615732
832,"(1, 1, 1)","(2, 1, 1, 12)",252.11494089593205,285.20373945886405
833,"(1, 1, 2)","(2, 1, 1, 12)",,
834,"(1, 1, 3)","(2, 1, 1, 12)",7.490371446431254,51.608769530340616
835,"(1, 1, 4)","(2, 1, 1, 12)",,
836,"(2, 1, 1)","(2, 1, 1, 12)",250.71875603425642,289.3223543576771
837,"(2, 1, 2)","(2, 1, 1, 12)",255.90323221802493,300.0216303019343
838,"(2, 1, 3)","(2, 1, 1, 12)",10.145599684600313,59.77879752899834
839,"(2, 1, 4)","(2, 1, 1, 12)",79.19088457822266,134.33888218310938
840,"(3, 1, 1)","(2, 1, 1, 12)",251.75486989362548,295.87326797753485
841,"(3, 1, 2)","(2, 1, 1, 12)",245.54441923817646,295.1776170825745
842,"(3, 1, 3)","(2, 1, 1, 12)",368.312658388365,423.4606559932517
843,"(3, 1, 4)","(2, 1, 1, 12)",-43.025418894875884,17.637378470499485
844,"(4, 1, 1)","(2, 1, 1, 12)",376.16437684795517,425.7975746923532
845,"(4, 1, 2)","(2, 1, 1, 12)",200.32622852242034,255.47422612730702
846,"(4, 1, 3)","(2, 1, 1, 12)",4.252528731235429,64.9153260966108
847,"(4, 1, 4)","(2, 1, 1, 12)",-66.1855440616755,-0.007946935811460776
848,"(1, 1, 1)","(2, 1, 1, 24)",-370.7840319095074,-337.73459926143545
849,"(1, 1, 2)","(2, 1, 1, 24)",-393.75767269462835,-355.2000012718777
850,"(1, 1, 3)","(2, 1, 1, 24)",-391.7830184081226,-347.71710821069325
851,"(1, 1, 4)","(2, 1, 1, 24)",-412.37389421621447,-362.7997452441065
852,"(2, 1, 1)","(2, 1, 1, 24)",-390.77860773090947,-352.2209363081588
853,"(2, 1, 2)","(2, 1, 1, 24)",-399.58150333466847,-355.5155931372392
854,"(2, 1, 3)","(2, 1, 1, 24)",-408.68373401004493,-359.109585037937
855,"(2, 1, 4)","(2, 1, 1, 24)",-414.4446333992104,-359.3622456524238
856,"(3, 1, 1)","(2, 1, 1, 24)",-388.8019547854008,-344.7360445879715
857,"(3, 1, 2)","(2, 1, 1, 24)",-389.81330244827245,-340.23915347616446
858,"(3, 1, 3)","(2, 1, 1, 24)",-410.2457479396396,-355.163360192853
859,"(3, 1, 4)","(2, 1, 1, 24)",-417.6314719410741,-357.0408454196088
860,"(4, 1, 1)","(2, 1, 1, 24)",-404.6731242693708,-355.0989752972629
861,"(4, 1, 2)","(2, 1, 1, 24)",-400.3674940581978,-345.28510631141114
862,"(4, 1, 3)","(2, 1, 1, 24)",-411.00565252944546,-350.41502600798015
863,"(4, 1, 4)","(2, 1, 1, 24)",-402.146425252918,-336.047559956774
864,"(1, 1, 1)","(2, 1, 2, 12)",-303.26743272414046,-264.6638344007198
865,"(1, 1, 2)","(2, 1, 2, 12)",-378.72357536228276,-334.6051772783734
866,"(1, 1, 3)","(2, 1, 2, 12)",-372.8395932279887,-323.2063953835907
867,"(1, 1, 4)","(2, 1, 2, 12)",-325.6880935782633,-270.5400959733766
868,"(2, 1, 1)","(2, 1, 2, 12)",-322.74295449074697,-278.6245564068376
869,"(2, 1, 2)","(2, 1, 2, 12)",-386.7312842382805,-337.0980863938825
870,"(2, 1, 3)","(2, 1, 2, 12)",-376.7408609462989,-321.59286334141217
871,"(2, 1, 4)","(2, 1, 2, 12)",-372.6992646688654,-312.03646730349004
872,"(3, 1, 1)","(2, 1, 2, 12)",-369.70774540064866,-320.07454755625065
873,"(3, 1, 2)","(2, 1, 2, 12)",-388.4278725226495,-333.2798749177628
874,"(3, 1, 3)","(2, 1, 2, 12)",-376.0008410636577,-315.3380436982823
875,"(3, 1, 4)","(2, 1, 2, 12)",-401.4053733147009,-335.22777618883686
876,"(4, 1, 1)","(2, 1, 2, 12)",-388.3881152557397,-333.240117650853
877,"(4, 1, 2)","(2, 1, 2, 12)",-344.1282051658963,-283.46540780052095
878,"(4, 1, 3)","(2, 1, 2, 12)",-370.52940553893745,-304.3518084130734
879,"(4, 1, 4)","(2, 1, 2, 12)",-329.3471606814419,-257.6547637950892
880,"(1, 1, 1)","(2, 1, 2, 24)",-368.944838980405,-330.3871675576544
881,"(1, 1, 2)","(2, 1, 2, 24)",-392.06980477773004,-348.00389458030077
882,"(1, 1, 3)","(2, 1, 2, 24)",-390.0116163359802,-340.4374673638722
883,"(1, 1, 4)","(2, 1, 2, 24)",-415.2120344264566,-360.12964667967003
884,"(2, 1, 1)","(2, 1, 2, 24)",-389.07122063661234,-345.00531043918306
885,"(2, 1, 2)","(2, 1, 2, 24)",-392.5594458246323,-342.98529685252436
886,"(2, 1, 3)","(2, 1, 2, 24)",-411.08333581866873,-356.00094807188214
887,"(2, 1, 4)","(2, 1, 2, 24)",-410.4170304602909,-349.8264039388256
888,"(3, 1, 1)","(2, 1, 2, 24)",-387.0380538164859,-337.4639048443779
889,"(3, 1, 2)","(2, 1, 2, 24)",-386.099332143342,-331.01694439655535
890,"(3, 1, 3)","(2, 1, 2, 24)",-410.94124463079436,-350.35061810932905
891,"(3, 1, 4)","(2, 1, 2, 24)",-413.48498094298657,-347.3861156468426
892,"(4, 1, 1)","(2, 1, 2, 24)",-401.21711223409324,-346.1347244873066
893,"(4, 1, 2)","(2, 1, 2, 24)",-397.4210557380473,-336.830429216582
894,"(4, 1, 3)","(2, 1, 2, 24)",-407.37446595678415,-341.2756006606402
895,"(4, 1, 4)","(2, 1, 2, 24)",-399.0121334788556,-327.405029408033
896,"(1, 1, 1)","(2, 1, 3, 12)",-353.1768709725845,-309.0584728886751
897,"(1, 1, 2)","(2, 1, 3, 12)",-374.6974701984115,-325.0642723540135
898,"(1, 1, 3)","(2, 1, 3, 12)",-366.7423801424019,-311.5943825375152
899,"(1, 1, 4)","(2, 1, 3, 12)",-370.87360156761963,-310.2108042022443
900,"(2, 1, 1)","(2, 1, 3, 12)",-371.95637023827607,-322.32317239387805
901,"(2, 1, 2)","(2, 1, 3, 12)",-382.1560063042225,-327.0080086993358
902,"(2, 1, 3)","(2, 1, 3, 12)",-370.77913535715743,-310.1163379917821
903,"(2, 1, 4)","(2, 1, 3, 12)",-381.71949227206915,-315.5418951462051
904,"(3, 1, 1)","(2, 1, 3, 12)",-369.8974713039297,-314.749473699043
905,"(3, 1, 2)","(2, 1, 3, 12)",-388.9714947430566,-328.30869737768126
906,"(3, 1, 3)","(2, 1, 3, 12)",-386.40324466749155,-320.2256475416275
907,"(3, 1, 4)","(2, 1, 3, 12)",-380.1910386700139,-308.4986417836612
908,"(4, 1, 1)","(2, 1, 3, 12)",-376.29943344299886,-315.6366360776235
909,"(4, 1, 2)","(2, 1, 3, 12)",-386.9516800349397,-320.7740829090757
910,"(4, 1, 3)","(2, 1, 3, 12)",-386.1667480927316,-314.4743512063789
911,"(4, 1, 4)","(2, 1, 3, 12)",-395.2244863256812,-318.0172896788398
912,"(1, 1, 1)","(2, 1, 3, 24)",-376.4972177400018,-332.43130754257254
913,"(1, 1, 2)","(2, 1, 3, 24)",-395.01323983514965,-345.43909086304166
914,"(1, 1, 3)","(2, 1, 3, 24)",-394.04003969117184,-338.95765194438525
915,"(1, 1, 4)","(2, 1, 3, 24)",-416.6350356062152,-356.0444090847499
916,"(2, 1, 1)","(2, 1, 3, 24)",-393.2528272627182,-343.67867829061026
917,"(2, 1, 2)","(2, 1, 3, 24)",-393.4684582529783,-338.3860705061917
918,"(2, 1, 3)","(2, 1, 3, 24)",-407.8693910212944,-347.2787644998291
919,"(2, 1, 4)","(2, 1, 3, 24)",-415.90616518124307,-349.8072998850991
920,"(3, 1, 1)","(2, 1, 3, 24)",-391.5464782995458,-336.4640905527592
921,"(3, 1, 2)","(2, 1, 3, 24)",-390.6803477761099,-330.0897212546446
922,"(3, 1, 3)","(2, 1, 3, 24)",-411.0151182693129,-344.9162529731689
923,"(3, 1, 4)","(2, 1, 3, 24)",-412.21080321335114,-340.6036991425285
924,"(4, 1, 1)","(2, 1, 3, 24)",-402.3538361321663,-341.763209610701
925,"(4, 1, 2)","(2, 1, 3, 24)",-401.6490828706687,-335.5502175745247
926,"(4, 1, 3)","(2, 1, 3, 24)",-413.0244897156857,-341.4173856448631
927,"(4, 1, 4)","(2, 1, 3, 24)",-404.25378943456144,-327.13844658906015
928,"(1, 1, 1)","(2, 1, 4, 12)",-354.4329603956661,-304.7997625512681
929,"(1, 1, 2)","(2, 1, 4, 12)",-376.0895083817827,-320.941510776896
930,"(1, 1, 3)","(2, 1, 4, 12)",-372.84882519835827,-312.1860278329829
931,"(1, 1, 4)","(2, 1, 4, 12)",-372.00467193968063,-305.8270748138166
932,"(2, 1, 1)","(2, 1, 4, 12)",-372.85577891367814,-317.7077813087914
933,"(2, 1, 2)","(2, 1, 4, 12)",-380.57054762517527,-319.9077502597999
934,"(2, 1, 3)","(2, 1, 4, 12)",-372.09685327295716,-305.9192561470931
935,"(2, 1, 4)","(2, 1, 4, 12)",-384.75415142821305,-313.06175454186035
936,"(3, 1, 1)","(2, 1, 4, 12)",-370.31512928013814,-309.6523319147628
937,"(3, 1, 2)","(2, 1, 4, 12)",-385.0234842849301,-318.845887159066
938,"(3, 1, 3)","(2, 1, 4, 12)",-389.9533637565358,-318.2609668701831
939,"(3, 1, 4)","(2, 1, 4, 12)",-377.5392282817665,-300.3320316349251
940,"(4, 1, 1)","(2, 1, 4, 12)",-370.3539087108687,-304.17631158500467
941,"(4, 1, 2)","(2, 1, 4, 12)",-386.09153722683646,-314.39914034048377
942,"(4, 1, 3)","(2, 1, 4, 12)",-383.4867117866953,-306.2795151398539
943,"(4, 1, 4)","(2, 1, 4, 12)",-393.6234834155477,-310.90148700821766
944,"(1, 1, 1)","(2, 1, 4, 24)",-370.1894983078835,-320.6153493357756
945,"(1, 1, 2)","(2, 1, 4, 24)",-392.6712242121799,-337.58883646539323
946,"(1, 1, 3)","(2, 1, 4, 24)",-391.6027397605767,-331.0121132391114
947,"(1, 1, 4)","(2, 1, 4, 24)",-416.76034419369284,-350.6614788975489
948,"(2, 1, 1)","(2, 1, 4, 24)",-389.76072042249154,-334.67833267570495
949,"(2, 1, 2)","(2, 1, 4, 24)",-396.66842920821824,-336.07780268675293
950,"(2, 1, 3)","(2, 1, 4, 24)",-411.80377432804687,-345.7049090319029
951,"(2, 1, 4)","(2, 1, 4, 24)",-414.1882494542418,-342.5811453834192
952,"(3, 1, 1)","(2, 1, 4, 24)",-388.73335503951284,-328.14272851804753
953,"(3, 1, 2)","(2, 1, 4, 24)",-388.7980465929564,-322.6991812968124
954,"(3, 1, 3)","(2, 1, 4, 24)",-407.0596155220649,-335.4525114512423
955,"(3, 1, 4)","(2, 1, 4, 24)",-416.1948451143254,-339.0795022688241
956,"(4, 1, 1)","(2, 1, 4, 24)",-399.46809807136935,-333.3692327752254
957,"(4, 1, 2)","(2, 1, 4, 24)",-400.2081761368905,-328.60107206606784
958,"(4, 1, 3)","(2, 1, 4, 24)",-409.9672509261983,-332.851908080697
959,"(4, 1, 4)","(2, 1, 4, 24)",-401.9867728305331,-319.36319121035314
960,"(1, 1, 1)","(3, 0, 0, 12)",146.25994013878216,179.38784801997758
961,"(1, 1, 2)","(3, 0, 0, 12)",123.45165403928786,162.10087990068254
962,"(1, 1, 3)","(3, 0, 0, 12)",125.39717477188248,169.5677186134764
963,"(1, 1, 4)","(3, 0, 0, 12)",80.51895152487532,130.2108133466685
964,"(2, 1, 1)","(3, 0, 0, 12)",124.07363995450373,162.72286581589842
965,"(2, 1, 2)","(3, 0, 0, 12)",51.91610675486186,96.08665059645577
966,"(2, 1, 3)","(3, 0, 0, 12)",127.45165413028786,177.14351595208103
967,"(2, 1, 4)","(3, 0, 0, 12)",78.44062192568543,133.65380172767783
968,"(3, 1, 1)","(3, 0, 0, 12)",125.92930101842637,170.09984486002028
969,"(3, 1, 2)","(3, 0, 0, 12)",126.43080116580018,176.12266298759334
970,"(3, 1, 3)","(3, 0, 0, 12)",55.123264472414974,110.33644427440737
971,"(3, 1, 4)","(3, 0, 0, 12)",51.2477655303839,111.98226331257554
