,pdq,PDQS,aic,bic
0,"(1, 1, 1)","(0, 0, 0, 12)",520.9403897911809,537.5043437317786
1,"(1, 1, 2)","(0, 0, 0, 12)",459.49460779926073,481.5798797200577
2,"(1, 1, 3)","(0, 0, 0, 12)",460.4776684181718,488.084258319168
3,"(1, 1, 4)","(0, 0, 0, 12)",545.2754855470967,578.4033934282921
4,"(2, 1, 1)","(0, 0, 0, 12)",452.1155154307072,474.2007873515042
5,"(2, 1, 2)","(0, 0, 0, 12)",262.5705429349474,290.1771328359436
6,"(2, 1, 3)","(0, 0, 0, 12)",261.21311901810117,294.3410268992966
7,"(2, 1, 4)","(0, 0, 0, 12)",113.32721141327761,151.9764372746723
8,"(3, 1, 1)","(0, 0, 0, 12)",453.74612226716954,481.35271216816574
9,"(3, 1, 2)","(0, 0, 0, 12)",455.5072315246466,488.63513940584204
10,"(3, 1, 3)","(0, 0, 0, 12)",264.9210009877669,303.57022684916154
11,"(3, 1, 4)","(0, 0, 0, 12)",428.5864848227149,472.75702866430885
12,"(4, 1, 1)","(0, 0, 0, 12)",225.32730502268166,258.4552129038771
13,"(4, 1, 2)","(0, 0, 0, 12)",440.62177157331746,479.2709974347121
14,"(4, 1, 3)","(0, 0, 0, 12)",243.24360185747537,287.4141456990693
15,"(4, 1, 4)","(0, 0, 0, 12)",268.99155316250807,318.68341498430124
16,"(1, 1, 1)","(0, 0, 0, 24)",520.9403897911809,537.5043437317786
17,"(1, 1, 2)","(0, 0, 0, 24)",459.49460779926073,481.5798797200577
18,"(1, 1, 3)","(0, 0, 0, 24)",460.4776684181718,488.084258319168
19,"(1, 1, 4)","(0, 0, 0, 24)",545.2754855470967,578.4033934282921
20,"(2, 1, 1)","(0, 0, 0, 24)",452.1155154307072,474.2007873515042
21,"(2, 1, 2)","(0, 0, 0, 24)",262.5705429349474,290.1771328359436
22,"(2, 1, 3)","(0, 0, 0, 24)",261.21311901810117,294.3410268992966
23,"(2, 1, 4)","(0, 0, 0, 24)",113.32721141327761,151.9764372746723
24,"(3, 1, 1)","(0, 0, 0, 24)",453.74612226716954,481.35271216816574
25,"(3, 1, 2)","(0, 0, 0, 24)",455.5072315246466,488.63513940584204
26,"(3, 1, 3)","(0, 0, 0, 24)",264.9210009877669,303.57022684916154
27,"(3, 1, 4)","(0, 0, 0, 24)",428.5864848227149,472.75702866430885
28,"(4, 1, 1)","(0, 0, 0, 24)",225.32730502268166,258.4552129038771
29,"(4, 1, 2)","(0, 0, 0, 24)",440.62177157331746,479.2709974347121
30,"(4, 1, 3)","(0, 0, 0, 24)",243.24360185747537,287.4141456990693
31,"(4, 1, 4)","(0, 0, 0, 24)",268.99155316250807,318.68341498430124
32,"(1, 1, 1)","(0, 0, 1, 12)",511.6598566926614,533.7451286134583
33,"(1, 1, 2)","(0, 0, 1, 12)",448.56320761284996,476.16979751384616
34,"(1, 1, 3)","(0, 0, 1, 12)",449.1750045791304,482.30291246032584
35,"(1, 1, 4)","(0, 0, 1, 12)",501.84275573263506,540.4919815940298
36,"(2, 1, 1)","(0, 0, 1, 12)",441.67879266615336,469.28538256714955
37,"(2, 1, 2)","(0, 0, 1, 12)",264.4222818840997,297.5501897652951
38,"(2, 1, 3)","(0, 0, 1, 12)",263.207553934894,301.85677979628866
39,"(2, 1, 4)","(0, 0, 1, 12)",93.29642766702023,137.46697150861414
40,"(3, 1, 1)","(0, 0, 1, 12)",443.5194795401071,476.64738742130254
41,"(3, 1, 2)","(0, 0, 1, 12)",444.9031625899762,483.55238845137086
42,"(3, 1, 3)","(0, 0, 1, 12)",266.9411540119814,311.1116978535753
43,"(3, 1, 4)","(0, 0, 1, 12)",142.39829579247584,192.090157614269
44,"(4, 1, 1)","(0, 0, 1, 12)",226.78364068927186,265.4328665506665
45,"(4, 1, 2)","(0, 0, 1, 12)",433.1664644569095,477.33700829850346
46,"(4, 1, 3)","(0, 0, 1, 12)",245.37598745915633,295.0678492809495
47,"(4, 1, 4)","(0, 0, 1, 12)",261.68652018929583,316.89969999128823
48,"(1, 1, 1)","(0, 0, 1, 24)",321.08712181312944,343.1723937339264
49,"(1, 1, 2)","(0, 0, 1, 24)",293.72394878159406,321.33053868259026
50,"(1, 1, 3)","(0, 0, 1, 24)",295.5578361769936,328.685744058189
51,"(1, 1, 4)","(0, 0, 1, 24)",318.0500403072882,356.69926616868287
52,"(2, 1, 1)","(0, 0, 1, 24)",293.9571811634799,321.5637710644761
53,"(2, 1, 2)","(0, 0, 1, 24)",132.62763278507248,165.7555406662679
54,"(2, 1, 3)","(0, 0, 1, 24)",296.85685910346194,335.5060849648566
55,"(2, 1, 4)","(0, 0, 1, 24)",41.12688300554754,85.29742684714145
56,"(3, 1, 1)","(0, 0, 1, 24)",295.8167074978367,328.94461537903214
57,"(3, 1, 2)","(0, 0, 1, 24)",295.8075871634781,334.45681302487276
58,"(3, 1, 3)","(0, 0, 1, 24)",137.02710342692274,181.19764726851665
59,"(3, 1, 4)","(0, 0, 1, 24)",271.4130380340897,321.1048998558828
60,"(4, 1, 1)","(0, 0, 1, 24)",107.41056565111478,146.05979151250946
61,"(4, 1, 2)","(0, 0, 1, 24)",280.822471028892,324.9930148704859
62,"(4, 1, 3)","(0, 0, 1, 24)",117.39690751545459,167.08876933724775
63,"(4, 1, 4)","(0, 0, 1, 24)",128.47289651746922,183.68607631946162
64,"(1, 1, 1)","(0, 0, 2, 12)",311.5939147569025,339.2005046578987
65,"(1, 1, 2)","(0, 0, 2, 12)",281.7166279287045,314.8445358098999
66,"(1, 1, 3)","(0, 0, 2, 12)",283.63968205081954,322.2889079122142
67,"(1, 1, 4)","(0, 0, 2, 12)",289.0564555369013,333.22699937849524
68,"(2, 1, 1)","(0, 0, 2, 12)",282.31923495047204,315.44714283166746
69,"(2, 1, 2)","(0, 0, 2, 12)",134.62144981024358,173.27067567163826
70,"(2, 1, 3)","(0, 0, 2, 12)",285.3151486782957,329.48569251988965
71,"(2, 1, 4)","(0, 0, 2, 12)",-3.6988603381576013,45.99300148363555
72,"(3, 1, 1)","(0, 0, 2, 12)",284.2661776319399,322.91540349333457
73,"(3, 1, 2)","(0, 0, 2, 12)",284.23608528424097,328.4066291258349
74,"(3, 1, 3)","(0, 0, 2, 12)",138.57383036395856,188.26569218575173
75,"(3, 1, 4)","(0, 0, 2, 12)",254.33915549864577,309.55233530063816
76,"(4, 1, 1)","(0, 0, 2, 12)",109.29924992372827,153.46979376532218
77,"(4, 1, 2)","(0, 0, 2, 12)",273.4235093904023,323.11537121219544
78,"(4, 1, 3)","(0, 0, 2, 12)",118.15350880834387,173.36668861033627
79,"(4, 1, 4)","(0, 0, 2, 12)",121.96235444116019,182.6968522233518
80,"(1, 1, 1)","(0, 0, 2, 24)",252.1187085772429,279.7252984782391
81,"(1, 1, 2)","(0, 0, 2, 24)",232.01158377715555,265.139491658351
82,"(1, 1, 3)","(0, 0, 2, 24)",233.78265246509363,272.4318783264883
83,"(1, 1, 4)","(0, 0, 2, 24)",235.7890268945875,279.95957073618143
84,"(2, 1, 1)","(0, 0, 2, 24)",232.48096749457991,265.60887537577537
85,"(2, 1, 2)","(0, 0, 2, 24)",91.6198397436093,130.269065605004
86,"(2, 1, 3)","(0, 0, 2, 24)",235.23225388689735,279.4027977284913
87,"(2, 1, 4)","(0, 0, 2, 24)",93.14199380451987,142.83385562631304
88,"(3, 1, 1)","(0, 0, 2, 24)",234.39050384489144,273.0397297062861
89,"(3, 1, 2)","(0, 0, 2, 24)",234.7743642088202,278.94490805041414
90,"(3, 1, 3)","(0, 0, 2, 24)",95.61652037602153,145.3083821978147
91,"(3, 1, 4)","(0, 0, 2, 24)",209.07215429373713,264.2853340957295
92,"(4, 1, 1)","(0, 0, 2, 24)",73.60379419313654,117.77433803473045
93,"(4, 1, 2)","(0, 0, 2, 24)",215.6910871981728,265.38294901996596
94,"(4, 1, 3)","(0, 0, 2, 24)",124.56045883868956,179.77363864068195
95,"(4, 1, 4)","(0, 0, 2, 24)",87.34984411523129,148.08434189742292
96,"(1, 1, 1)","(0, 0, 3, 12)",306.36216156979646,339.4900694509919
97,"(1, 1, 2)","(0, 0, 3, 12)",275.13274909977565,313.7819749611703
98,"(1, 1, 3)","(0, 0, 3, 12)",277.10953693762974,321.2800807792237
99,"(1, 1, 4)","(0, 0, 3, 12)",273.9411048332894,323.63296665508256
100,"(2, 1, 1)","(0, 0, 3, 12)",275.3281293335865,313.97735519498116
101,"(2, 1, 2)","(0, 0, 3, 12)",135.49165994325523,179.66220378484914
102,"(2, 1, 3)","(0, 0, 3, 12)",278.8540104117924,328.54587223358556
103,"(2, 1, 4)","(0, 0, 3, 12)",54.59965306089714,109.81283286288954
104,"(3, 1, 1)","(0, 0, 3, 12)",277.26338736059034,321.4339312021843
105,"(3, 1, 2)","(0, 0, 3, 12)",277.37651520404904,327.0683770258422
106,"(3, 1, 3)","(0, 0, 3, 12)",139.4584782659348,194.67165806792718
107,"(3, 1, 4)","(0, 0, 3, 12)",245.89056643910976,306.6250642213014
108,"(4, 1, 1)","(0, 0, 3, 12)",110.93853779889082,160.630399620684
109,"(4, 1, 2)","(0, 0, 3, 12)",267.50425806645677,322.71743786844917
110,"(4, 1, 3)","(0, 0, 3, 12)",121.64243723402973,182.37693501622135
111,"(4, 1, 4)","(0, 0, 3, 12)",122.81523872433377,189.07105448672465
112,"(1, 1, 1)","(0, 0, 3, 24)",145.73444007811418,178.8623479593096
113,"(1, 1, 2)","(0, 0, 3, 24)",124.49659632380951,163.1458221852042
114,"(1, 1, 3)","(0, 0, 3, 24)",126.1062497231369,170.2767935647308
115,"(1, 1, 4)","(0, 0, 3, 24)",116.26025083990805,165.95211266170122
116,"(2, 1, 1)","(0, 0, 3, 24)",125.49443283090454,164.14365869229923
117,"(2, 1, 2)","(0, 0, 3, 24)",11.717878349853095,55.88842219144701
118,"(2, 1, 3)","(0, 0, 3, 24)",127.45998889585087,177.15185071764404
119,"(2, 1, 4)","(0, 0, 3, 24)",121.44513499651725,176.65831479850965
120,"(3, 1, 1)","(0, 0, 3, 24)",127.44133409969584,171.61187794128975
121,"(3, 1, 2)","(0, 0, 3, 24)",127.18746653134099,176.87932835313416
122,"(3, 1, 3)","(0, 0, 3, 24)",19.884539607709087,75.09771940970148
123,"(3, 1, 4)","(0, 0, 3, 24)",105.8482054052302,166.58270318742183
124,"(4, 1, 1)","(0, 0, 3, 24)",1.085634751209966,50.77749657300312
125,"(4, 1, 2)","(0, 0, 3, 24)",109.48807105178685,164.70125085377924
126,"(4, 1, 3)","(0, 0, 3, 24)",8.064949744601222,68.79944752679286
127,"(4, 1, 4)","(0, 0, 3, 24)",15.570641435062555,81.82645719745344
128,"(1, 1, 1)","(0, 0, 4, 12)",230.0944078970372,268.7436337584319
129,"(1, 1, 2)","(0, 0, 4, 12)",205.79460266715574,249.96514650874965
130,"(1, 1, 3)","(0, 0, 4, 12)",207.7610329194804,257.45289474127355
131,"(1, 1, 4)","(0, 0, 4, 12)",189.61691395728678,244.83009375927918
132,"(2, 1, 1)","(0, 0, 4, 12)",206.13876586287205,250.30930970446596
133,"(2, 1, 2)","(0, 0, 4, 12)",93.50772700696712,143.19958882876028
134,"(2, 1, 3)","(0, 0, 4, 12)",209.60876319674253,264.8219429987349
135,"(2, 1, 4)","(0, 0, 4, 12)",16.081773942500774,76.81627172469241
136,"(3, 1, 1)","(0, 0, 4, 12)",208.08422916020936,257.77609098200253
137,"(3, 1, 2)","(0, 0, 4, 12)",208.74096275572094,263.95414255771334
138,"(3, 1, 3)","(0, 0, 4, 12)",97.3400137948721,158.07451157706373
139,"(3, 1, 4)","(0, 0, 4, 12)",95.04225347948795,161.29806924187884
140,"(4, 1, 1)","(0, 0, 4, 12)",76.59578833805784,131.80896814005024
141,"(4, 1, 2)","(0, 0, 4, 12)",198.36484539511395,259.09934317730557
142,"(4, 1, 3)","(0, 0, 4, 12)",81.32825059967342,147.5840663620643
143,"(4, 1, 4)","(0, 0, 4, 12)",78.78961225071896,150.5667459933091
144,"(1, 1, 1)","(0, 0, 4, 24)",57.14799299529773,95.79721885669241
145,"(1, 1, 2)","(0, 0, 4, 24)",39.71831454797723,83.88885838957114
146,"(1, 1, 3)","(0, 0, 4, 24)",41.15690079421938,90.84876261601254
147,"(1, 1, 4)","(0, 0, 4, 24)",24.268866804026175,79.48204660601857
148,"(2, 1, 1)","(0, 0, 4, 24)",40.90660616963828,85.07715001123219
149,"(2, 1, 2)","(0, 0, 4, 24)",-55.26590956663972,-5.574047744846567
150,"(2, 1, 3)","(0, 0, 4, 24)",42.431660444665,97.6448402466574
151,"(2, 1, 4)","(0, 0, 4, 24)",35.430714726852614,96.16521250904425
152,"(3, 1, 1)","(0, 0, 4, 24)",42.862631962824025,92.55449378461718
153,"(3, 1, 2)","(0, 0, 4, 24)",42.35675383345716,97.56993363544956
154,"(3, 1, 3)","(0, 0, 4, 24)",-47.61682348037999,13.117674301811647
155,"(3, 1, 4)","(0, 0, 4, 24)",23.827251878188633,90.08306764057951
156,"(4, 1, 1)","(0, 0, 4, 24)",-63.19053698135002,-7.977357179357625
157,"(4, 1, 2)","(0, 0, 4, 24)",25.055687407081905,85.79018518927354
158,"(4, 1, 3)","(0, 0, 4, 24)",-25.63317913870918,40.6226366236817
159,"(4, 1, 4)","(0, 0, 4, 24)",-54.0950073124655,17.682126430124626
160,"(1, 1, 1)","(0, 1, 0, 12)",1893.4019408778954,1909.9463401593614
161,"(1, 1, 2)","(0, 1, 0, 12)",1825.5305280743353,1847.5897271162899
162,"(1, 1, 3)","(0, 1, 0, 12)",1826.0600712229989,1853.6340700254423
163,"(1, 1, 4)","(0, 1, 0, 12)",1761.872346461333,1794.961145024265
164,"(2, 1, 1)","(0, 1, 0, 12)",1797.5870795213182,1819.6462785632727
165,"(2, 1, 2)","(0, 1, 0, 12)",1375.8316114086647,1403.405610211108
166,"(2, 1, 3)","(0, 1, 0, 12)",1827.849442473931,1860.938241036863
167,"(2, 1, 4)","(0, 1, 0, 12)",1661.8606856672804,1700.4642839907012
168,"(3, 1, 1)","(0, 1, 0, 12)",1796.1191195904253,1823.6931183928687
169,"(3, 1, 2)","(0, 1, 0, 12)",1365.9045493911376,1398.9933479540696
170,"(3, 1, 3)","(0, 1, 0, 12)",1300.487072986892,1339.0906713103127
171,"(3, 1, 4)","(0, 1, 0, 12)",1594.5227075792632,1638.6411056631725
172,"(4, 1, 1)","(0, 1, 0, 12)",1318.5884814266979,1351.6772799896298
173,"(4, 1, 2)","(0, 1, 0, 12)",1323.4926605627088,1362.0962588861296
174,"(4, 1, 3)","(0, 1, 0, 12)",1231.6245341461338,1275.7429322300432
175,"(4, 1, 4)","(0, 1, 0, 12)",1680.9483438135042,1730.581541657902
176,"(1, 1, 1)","(0, 1, 0, 24)",601.431230715112,617.955947039148
177,"(1, 1, 2)","(0, 1, 0, 24)",587.3487034969091,609.3816585956238
178,"(1, 1, 3)","(0, 1, 0, 24)",589.0070192901558,616.5482131635491
179,"(1, 1, 4)","(0, 1, 0, 24)",538.5286055493784,571.5780381974504
180,"(2, 1, 1)","(0, 1, 0, 24)",591.9687427430724,614.0016978417871
181,"(2, 1, 2)","(0, 1, 0, 24)",588.8402840799606,616.381477953354
182,"(2, 1, 3)","(0, 1, 0, 24)",541.5339228901693,574.5833555382412
183,"(2, 1, 4)","(0, 1, 0, 24)",514.0709003575041,552.6285717802548
184,"(3, 1, 1)","(0, 1, 0, 24)",593.6876802234901,621.2288740968835
185,"(3, 1, 2)","(0, 1, 0, 24)",590.1912994801753,623.2407321282473
186,"(3, 1, 3)","(0, 1, 0, 24)",526.3265427931874,564.8842142159381
187,"(3, 1, 4)","(0, 1, 0, 24)",535.6453454668896,579.7112556643189
188,"(4, 1, 1)","(0, 1, 0, 24)",585.8988447044342,618.9482773525061
189,"(4, 1, 2)","(0, 1, 0, 24)",528.144273416536,566.7019448392866
190,"(4, 1, 3)","(0, 1, 0, 24)",579.0933009744911,623.1592111719203
191,"(4, 1, 4)","(0, 1, 0, 24)",555.5007665596286,605.0749155317366
192,"(1, 1, 1)","(0, 1, 1, 12)",345.29556254830175,367.35476159025643
193,"(1, 1, 2)","(0, 1, 1, 12)",320.0067285729024,347.5807273753457
194,"(1, 1, 3)","(0, 1, 1, 12)",321.8226523752911,354.91145093822314
195,"(1, 1, 4)","(0, 1, 1, 12)",307.11846649106394,345.7220648144846
196,"(2, 1, 1)","(0, 1, 1, 12)",314.6317918280508,342.2057906304941
197,"(2, 1, 2)","(0, 1, 1, 12)",88.04284640134836,121.13164496428038
198,"(2, 1, 3)","(0, 1, 1, 12)",323.71915097109,362.3227492945107
199,"(2, 1, 4)","(0, 1, 1, 12)",304.08548118328144,348.2038792671908
200,"(3, 1, 1)","(0, 1, 1, 12)",314.62241888202317,347.7112174449552
201,"(3, 1, 2)","(0, 1, 1, 12)",86.70743505383257,125.31103337725327
202,"(3, 1, 3)","(0, 1, 1, 12)",77.25948756438635,121.37788564829572
203,"(3, 1, 4)","(0, 1, 1, 12)",294.39691373000085,344.03011157439886
204,"(4, 1, 1)","(0, 1, 1, 12)",41.84922454992795,80.45282287334865
205,"(4, 1, 2)","(0, 1, 1, 12)",118.06400147419947,162.18239955810884
206,"(4, 1, 3)","(0, 1, 1, 12)",71.65542366968674,121.28862151408477
207,"(4, 1, 4)","(0, 1, 1, 12)",91.1529354273714,146.30093303225811
208,"(1, 1, 1)","(0, 1, 1, 24)",-370.00109602639725,-347.9681409276826
209,"(1, 1, 2)","(0, 1, 1, 24)",-392.9129929129251,-365.3717990395318
210,"(1, 1, 3)","(0, 1, 1, 24)",-390.9281897730913,-357.8787571250193
211,"(1, 1, 4)","(0, 1, 1, 24)",-417.00310720573833,-378.4454357829877
212,"(2, 1, 1)","(0, 1, 1, 24)",-390.45448783899,-362.9132939655967
213,"(2, 1, 2)","(0, 1, 1, 24)",-399.1750146594598,-366.12558201138785
214,"(2, 1, 3)","(0, 1, 1, 24)",-415.53160576567393,-376.97393434292326
215,"(2, 1, 4)","(0, 1, 1, 24)",-414.38563405300545,-370.31972385557617
216,"(3, 1, 1)","(0, 1, 1, 24)",-388.4974548476631,-355.44802219959115
217,"(3, 1, 2)","(0, 1, 1, 24)",-388.9957211408438,-350.4380497180931
218,"(3, 1, 3)","(0, 1, 1, 24)",-413.72593799899175,-369.6600278015625
219,"(3, 1, 4)","(0, 1, 1, 24)",-417.5998775357778,-368.0257285636699
220,"(4, 1, 1)","(0, 1, 1, 24)",-405.6401151119959,-367.0824436892452
221,"(4, 1, 2)","(0, 1, 1, 24)",-400.2678592045263,-356.201949007097
222,"(4, 1, 3)","(0, 1, 1, 24)",-410.19468926266075,-360.62054029055275
223,"(4, 1, 4)","(0, 1, 1, 24)",-412.8226884320716,-357.740300685285
224,"(1, 1, 1)","(0, 1, 2, 12)",227.85386036879038,255.42785917123373
225,"(1, 1, 2)","(0, 1, 2, 12)",215.35954552803992,248.44834409097194
226,"(1, 1, 3)","(0, 1, 2, 12)",217.31207519184736,255.91567351526805
227,"(1, 1, 4)","(0, 1, 2, 12)",212.3231802221024,256.44157830601176
228,"(2, 1, 1)","(0, 1, 2, 12)",214.59423000964844,247.68302857258047
229,"(2, 1, 2)","(0, 1, 2, 12)",52.72836973879163,91.33196806221233
230,"(2, 1, 3)","(0, 1, 2, 12)",218.91786272501008,263.03626080891945
231,"(2, 1, 4)","(0, 1, 2, 12)",79.57758155344663,129.21077939784465
232,"(3, 1, 1)","(0, 1, 2, 12)",216.0382710077445,254.6418693311652
233,"(3, 1, 2)","(0, 1, 2, 12)",51.27540396541673,95.3938020493261
234,"(3, 1, 3)","(0, 1, 2, 12)",54.36619697520496,103.99939481960298
235,"(3, 1, 4)","(0, 1, 2, 12)",185.7272545305414,240.87525213542807
236,"(4, 1, 1)","(0, 1, 2, 12)",9.635716615129411,53.75411469903877
237,"(4, 1, 2)","(0, 1, 2, 12)",-1.655472593319132,47.977725251078894
238,"(4, 1, 3)","(0, 1, 2, 12)",24.393936432302496,79.5419340371892
239,"(4, 1, 4)","(0, 1, 2, 12)",53.00306394287952,113.66586130825489
240,"(1, 1, 1)","(0, 1, 2, 24)",-368.8913316304712,-341.3501377570779
241,"(1, 1, 2)","(0, 1, 2, 24)",-391.64960563389366,-358.6001729858217
242,"(1, 1, 3)","(0, 1, 2, 24)",-389.6691301625624,-351.1114587398117
243,"(1, 1, 4)","(0, 1, 2, 24)",-413.7011261737985,-369.6352159763692
244,"(2, 1, 1)","(0, 1, 2, 24)",-389.0293236165778,-355.97989096850586
245,"(2, 1, 2)","(0, 1, 2, 24)",-397.5953637241229,-359.0376923013722
246,"(2, 1, 3)","(0, 1, 2, 24)",-411.7976998820451,-367.7317896846158
247,"(2, 1, 4)","(0, 1, 2, 24)",-413.6652155495968,-364.09106657748885
248,"(3, 1, 1)","(0, 1, 2, 24)",-387.0655550007164,-348.5078835779658
249,"(3, 1, 2)","(0, 1, 2, 24)",-387.72020032377725,-343.654290126348
250,"(3, 1, 3)","(0, 1, 2, 24)",-406.4152590841178,-356.8411101120098
251,"(3, 1, 4)","(0, 1, 2, 24)",-415.81800779702917,-360.7356200502426
252,"(4, 1, 1)","(0, 1, 2, 24)",-402.40121841730826,-358.3353082198789
253,"(4, 1, 2)","(0, 1, 2, 24)",-398.97978634345486,-349.40563737134687
254,"(4, 1, 3)","(0, 1, 2, 24)",-408.49637350381124,-353.41398575702465
255,"(4, 1, 4)","(0, 1, 2, 24)",-409.06616774290933,-348.475541221444
256,"(1, 1, 1)","(0, 1, 3, 12)",159.67705541226843,192.76585397520046
257,"(1, 1, 2)","(0, 1, 3, 12)",152.10626395773556,190.70986228115626
258,"(1, 1, 3)","(0, 1, 3, 12)",153.12588308310637,197.24428116701574
259,"(1, 1, 4)","(0, 1, 3, 12)",148.85035796279362,198.48355580719164
260,"(2, 1, 1)","(0, 1, 3, 12)",152.93137392670832,191.53497225012902
261,"(2, 1, 2)","(0, 1, 3, 12)",15.709014503839398,59.82741258774876
262,"(2, 1, 3)","(0, 1, 3, 12)",154.15249144653774,203.78568929093575
263,"(2, 1, 4)","(0, 1, 3, 12)",-88.75552566362967,-33.60752805874297
264,"(3, 1, 1)","(0, 1, 3, 12)",154.92737542909333,199.0457735130027
265,"(3, 1, 2)","(0, 1, 3, 12)",14.836148556510523,64.46934640090855
266,"(3, 1, 3)","(0, 1, 3, 12)",17.680209491415553,72.82820709630225
267,"(3, 1, 4)","(0, 1, 3, 12)",123.96806943723698,184.63086680261233
268,"(4, 1, 1)","(0, 1, 3, 12)",-3.7983944719769624,45.834803372421064
269,"(4, 1, 2)","(0, 1, 3, 12)",25.13988382710926,80.28788143199596
270,"(4, 1, 3)","(0, 1, 3, 12)",4.764688287119327,65.4274856524947
271,"(4, 1, 4)","(0, 1, 3, 12)",18.026463860471836,84.20406098633588
272,"(1, 1, 1)","(0, 1, 3, 24)",-370.6903880085025,-337.64095536043055
273,"(1, 1, 2)","(0, 1, 3, 24)",-393.6773709646662,-355.11969954191557
274,"(1, 1, 3)","(0, 1, 3, 24)",-391.7026160818959,-347.63670588446655
275,"(1, 1, 4)","(0, 1, 3, 24)",-416.2894100105925,-366.7152610384845
276,"(2, 1, 1)","(0, 1, 3, 24)",-390.7040448532888,-352.1463734305381
277,"(2, 1, 2)","(0, 1, 3, 24)",-399.5376991589584,-355.4717889615291
278,"(2, 1, 3)","(0, 1, 3, 24)",-413.2172081859019,-363.6430592137939
279,"(2, 1, 4)","(0, 1, 3, 24)",-414.9935428201998,-359.91115507341317
280,"(3, 1, 1)","(0, 1, 3, 24)",-388.72806061468225,-344.662150417253
281,"(3, 1, 2)","(0, 1, 3, 24)",-389.7342876916392,-340.16013871953123
282,"(3, 1, 3)","(0, 1, 3, 24)",-407.43930486623367,-352.3569171194471
283,"(3, 1, 4)","(0, 1, 3, 24)",-416.9207142006816,-356.33008767921626
284,"(4, 1, 1)","(0, 1, 3, 24)",-403.7069053297576,-354.13275635764967
285,"(4, 1, 2)","(0, 1, 3, 24)",-400.31995014643996,-345.23756239965337
286,"(4, 1, 3)","(0, 1, 3, 24)",-410.4419755935046,-349.8513490720393
287,"(4, 1, 4)","(0, 1, 3, 24)",-402.4422626669808,-336.34339737083684
288,"(1, 1, 1)","(0, 1, 4, 12)",92.69236934029357,131.29596766371426
289,"(1, 1, 2)","(0, 1, 4, 12)",88.06142229182132,132.17982037573069
290,"(1, 1, 3)","(0, 1, 4, 12)",88.88486856277444,138.51806640717246
291,"(1, 1, 4)","(0, 1, 4, 12)",85.03758068143861,140.18557828632532
292,"(2, 1, 1)","(0, 1, 4, 12)",88.85721464480423,132.9756127287136
293,"(2, 1, 2)","(0, 1, 4, 12)",-20.440600972549476,29.19259687184855
294,"(2, 1, 3)","(0, 1, 4, 12)",89.80735179523589,144.9553494001226
295,"(2, 1, 4)","(0, 1, 4, 12)",-150.79696618036908,-90.13416881499371
296,"(3, 1, 1)","(0, 1, 4, 12)",90.83908685378952,140.47228469818754
297,"(3, 1, 2)","(0, 1, 4, 12)",-21.367381293848382,33.780616311038315
298,"(3, 1, 3)","(0, 1, 4, 12)",-21.74472522678809,38.91807213858728
299,"(3, 1, 4)","(0, 1, 4, 12)",82.46014920018172,148.63774632604577
300,"(4, 1, 1)","(0, 1, 4, 12)",-52.55055065295079,2.5974469519359076
301,"(4, 1, 2)","(0, 1, 4, 12)",5.610143444062317,66.27294080943769
302,"(4, 1, 3)","(0, 1, 4, 12)",-28.378192208797657,37.79940491706638
303,"(4, 1, 4)","(0, 1, 4, 12)",-34.56839519275604,37.12400169359667
304,"(1, 1, 1)","(0, 1, 4, 24)",-368.71877659394136,-330.1611051711907
305,"(1, 1, 2)","(0, 1, 4, 24)",-391.8873575270291,-347.8214473295998
306,"(1, 1, 3)","(0, 1, 4, 24)",-389.91325005510646,-340.33910108299847
307,"(1, 1, 4)","(0, 1, 4, 24)",-415.89522853562175,-360.81284078883516
308,"(2, 1, 1)","(0, 1, 4, 24)",-388.918014533894,-344.85210433646466
309,"(2, 1, 2)","(0, 1, 4, 24)",-396.42946241553193,-346.85531344342394
310,"(2, 1, 3)","(0, 1, 4, 24)",-412.8376639865542,-357.75527623976757
311,"(2, 1, 4)","(0, 1, 4, 24)",-413.3844821343499,-352.7938556128846
312,"(3, 1, 1)","(0, 1, 4, 24)",-386.9435176443653,-337.36936867225734
313,"(3, 1, 2)","(0, 1, 4, 24)",-387.95088601802007,-332.8684982712334
314,"(3, 1, 3)","(0, 1, 4, 24)",-413.04118658202117,-352.45056006055586
315,"(3, 1, 4)","(0, 1, 4, 24)",-416.4328534220282,-350.3339881258842
316,"(4, 1, 1)","(0, 1, 4, 24)",-404.2662187794733,-349.1838310326867
317,"(4, 1, 2)","(0, 1, 4, 24)",-398.5868669289266,-337.9962404074613
318,"(4, 1, 3)","(0, 1, 4, 24)",-408.5707453674207,-342.47188007127676
319,"(4, 1, 4)","(0, 1, 4, 24)",-400.89915791060656,-329.29205383978393
320,"(1, 1, 1)","(1, 0, 0, 12)",501.9909338691902,524.0762057899872
321,"(1, 1, 2)","(1, 0, 0, 12)",438.08141051210987,465.68800041310607
322,"(1, 1, 3)","(1, 0, 0, 12)",438.3133997600055,471.4413076412009
323,"(1, 1, 4)","(1, 0, 0, 12)",463.35931985571756,502.0085457171122
324,"(2, 1, 1)","(1, 0, 0, 12)",431.3421321470222,458.9487220480184
325,"(2, 1, 2)","(1, 0, 0, 12)",264.31288167642646,297.4407895576219
326,"(2, 1, 3)","(1, 0, 0, 12)",263.1950624064176,301.84428826781226
327,"(2, 1, 4)","(1, 0, 0, 12)",135.295693006528,179.46623684812192
328,"(3, 1, 1)","(1, 0, 0, 12)",433.27663085837025,466.4045387395657
